id,time,location,vehicle_density,avg_speed,weather_code,distance,risk_level,date,hour
53,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
54,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
55,2026-02-02T10:15:00+00:00,A12,85,17,1,1.92,HIGH,,
56,2026-02-02T10:15:00+00:00,A12,85,17,1,1.92,HIGH,,
57,2026-02-02T10:15:00+00:00,A12,37,48,1,178.96,LOW,,
58,2026-02-02T10:15:00+00:00,A12,14,63,1,263.92,LOW,,
59,2026-02-02T10:15:00+00:00,A12,14,63,1,263.92,LOW,,
60,2026-02-02T10:15:00+00:00,A12,16,62,1,257.98,LOW,,
61,2026-02-02T10:15:00+00:00,A12,66,29,1,71.93,HIGH,,
62,2026-02-02T10:15:00+00:00,A12,31,52,1,201.91,LOW,,
63,2026-02-02T10:15:00+00:00,A12,31,52,1,201.91,LOW,,
64,2026-02-02T10:15:00+00:00,A12,40,46,1,167.89,LOW,,
65,2026-02-02T10:15:00+00:00,A12,40,46,1,167.89,LOW,,
66,2026-02-02T10:15:00+00:00,A12,28,54,1,212.96,LOW,,
67,2026-02-02T10:15:00+00:00,A12,28,54,1,212.96,LOW,,
68,2026-02-02T10:15:00+00:00,A12,67,28,1,68.93,HIGH,,
69,2026-02-02T10:15:00+00:00,A12,67,28,1,68.93,HIGH,,
70,2026-02-02T10:15:00+00:00,A12,57,35,1,105.94,MEDIUM,,
71,2026-02-02T10:15:00+00:00,A12,57,35,1,105.94,MEDIUM,,
72,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
73,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
74,2026-02-02T10:15:00+00:00,A12,79,20,1,21.96,HIGH,,
75,2026-02-02T10:15:00+00:00,A12,79,20,1,21.96,HIGH,,
76,2026-02-02T10:15:00+00:00,A12,54,37,1,116.99,MEDIUM,,
77,2026-02-02T10:15:00+00:00,A12,54,37,1,116.99,MEDIUM,,
78,2026-02-02T10:15:00+00:00,A12,54,37,1,116.99,MEDIUM,,
79,2026-02-02T10:15:00+00:00,A12,54,37,1,116.99,MEDIUM,,
80,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
81,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
82,2026-02-02T10:15:00+00:00,A12,26,55,1,218.96,LOW,,
83,2026-02-02T10:15:00+00:00,A12,26,55,1,218.96,LOW,,
84,2026-02-02T10:15:00+00:00,A12,52,38,1,122.91,MEDIUM,,
85,2026-02-02T10:15:00+00:00,A12,52,38,1,122.91,MEDIUM,,
86,2026-02-02T10:15:00+00:00,A12,26,55,1,221.92,LOW,,
87,2026-02-02T10:15:00+00:00,A12,26,55,1,221.92,LOW,,
88,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
89,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
90,2026-02-02T10:15:00+00:00,A12,79,20,1,23.92,HIGH,,
91,2026-02-02T10:15:00+00:00,A12,79,20,1,23.92,HIGH,,
92,2026-02-02T10:15:00+00:00,A12,79,20,1,23.92,HIGH,,
93,2026-02-02T10:15:00+00:00,A12,79,20,1,23.92,HIGH,,
94,2026-02-02T10:15:00+00:00,A12,79,20,1,23.92,HIGH,,
95,2026-02-02T10:15:00+00:00,A12,79,20,1,23.92,HIGH,,
96,2026-02-02T10:15:00+00:00,A12,79,20,1,23.92,HIGH,,
97,2026-02-02T10:15:00+00:00,A12,79,20,1,23.92,HIGH,,
98,2026-02-02T10:15:00+00:00,A12,36,48,1,181.92,LOW,,
99,2026-02-02T10:15:00+00:00,A12,36,48,1,181.92,LOW,,
100,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
101,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
102,2026-02-02T10:15:00+00:00,A12,58,34,1,99.87,MEDIUM,,
103,2026-02-02T10:15:00+00:00,A12,58,34,1,99.87,MEDIUM,,
104,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
105,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
106,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
107,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
108,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
109,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
110,2026-02-02T10:15:00+00:00,A12,36,49,1,184.89,LOW,,
111,2026-02-02T10:15:00+00:00,A12,36,49,1,184.89,LOW,,
112,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
113,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
114,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
115,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
116,2026-02-02T10:15:00+00:00,A12,36,48,1,181.92,LOW,,
117,2026-02-02T10:15:00+00:00,A12,36,48,1,181.92,LOW,,
118,2026-02-02T10:15:00+00:00,A12,9,67,1,285.92,LOW,,
119,2026-02-02T10:15:00+00:00,A12,9,67,1,285.92,LOW,,
120,2026-02-02T10:15:00+00:00,A12,64,30,1,78.32,HIGH,,
121,2026-02-02T10:15:00+00:00,A12,64,30,1,78.32,HIGH,,
122,2026-02-02T10:15:00+00:00,A12,53,37,1,119.92,MEDIUM,,
123,2026-02-02T10:15:00+00:00,A12,53,37,1,119.92,MEDIUM,,
124,2026-02-02T10:15:00+00:00,A12,53,37,1,119.92,MEDIUM,,
125,2026-02-02T10:15:00+00:00,A12,71,25,1,52.92,HIGH,,
126,2026-02-02T10:15:00+00:00,A12,71,25,1,52.92,HIGH,,
127,2026-02-02T10:15:00+00:00,A12,75,23,1,37.99,HIGH,,
128,2026-02-02T10:15:00+00:00,A12,75,23,1,37.99,HIGH,,
129,2026-02-02T10:15:00+00:00,A12,48,40,1,136.92,MEDIUM,,
130,2026-02-02T10:15:00+00:00,A12,48,40,1,136.92,MEDIUM,,
131,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
132,2026-02-02T10:15:00+00:00,A12,5,70,1,300.0,LOW,,
133,2026-03-12T00:05:14+00:00,A12,5,70,1,300.0,LOW,2026-03-12,0.0
134,2026-03-12T00:05:17+00:00,A12,5,70,1,300.0,LOW,2026-03-12,0.0
135,2026-03-12T00:05:31+00:00,A12,5,70,1,300.0,LOW,2026-03-12,0.0
136,2026-03-12T00:05:32+00:00,A12,5,70,1,300.0,LOW,2026-03-12,0.0
137,2026-03-12T00:09:29+00:00,A12,5,70,1,300.0,LOW,2026-03-12,0.0
138,2026-03-12T00:09:30+00:00,A12,5,70,1,300.0,LOW,2026-03-12,0.0
139,2026-03-12T00:09:52+00:00,A12,85,17,1,1.97,HIGH,2026-03-12,0.0
140,2026-03-12T00:09:53+00:00,A12,85,17,1,1.97,HIGH,2026-03-12,0.0
141,2026-03-12T00:11:05+00:00,A12,39,47,1,173.98,LOW,2026-03-12,0.0
142,2026-03-12T00:11:28+00:00,A12,47,41,1,142.97,MEDIUM,2026-03-12,0.0
143,2026-03-12T00:11:29+00:00,A12,47,41,1,142.97,MEDIUM,2026-03-12,0.0
144,2026-03-12T00:11:44+00:00,A12,75,22,1,35.94,HIGH,2026-03-12,0.0
145,2026-03-12T00:11:45+00:00,A12,75,22,1,35.94,HIGH,2026-03-12,0.0
146,2026-03-12T00:12:00+00:00,A12,50,39,1,129.18,MEDIUM,2026-03-12,0.0
147,2026-03-12T00:12:01+00:00,A12,50,39,1,129.18,MEDIUM,2026-03-12,0.0
148,2026-03-12T02:04:04+00:00,A12,64,30,1,78.01,HIGH,2026-03-12,2.0
149,2026-03-12T02:04:05+00:00,A12,64,30,1,78.01,HIGH,2026-03-12,2.0
150,2026-03-12T02:04:56+00:00,A12,75,22,1,35.97,HIGH,2026-03-12,2.0
151,2026-03-12T02:04:56+00:00,A12,75,22,1,35.97,HIGH,2026-03-12,2.0
152,2026-03-12T02:05:47+00:00,A12,67,28,1,68.93,HIGH,2026-03-12,2.0
153,2026-03-12T02:05:48+00:00,A12,67,28,1,68.93,HIGH,2026-03-12,2.0
154,2026-03-12T02:07:27+00:00,A12,39,47,1,173.98,LOW,2026-03-12,2.0
155,2026-03-12T02:07:28+00:00,A12,39,47,1,173.98,LOW,2026-03-12,2.0
156,2026-03-12T02:08:19+00:00,A12,15,63,1,261.0,LOW,2026-03-12,2.0
157,2026-03-12T02:08:20+00:00,A12,15,63,1,261.0,LOW,2026-03-12,2.0
158,2026-03-12T02:09:11+00:00,A12,64,30,1,78.27,HIGH,2026-03-12,2.0
159,2026-03-12T02:09:12+00:00,A12,64,30,1,78.27,HIGH,2026-03-12,2.0
160,2026-03-12T11:28:38+00:00,A12,64,30,1,78.27,HIGH,2026-03-12,11.0
161,2026-03-12T11:28:40+00:00,A12,64,30,1,78.27,HIGH,2026-03-12,11.0
162,2026-03-12T11:30:27+00:00,A12,65,29,1,75.0,HIGH,2026-03-12,11.0
163,2026-03-12T11:30:28+00:00,A12,65,29,1,75.0,HIGH,2026-03-12,11.0
164,2026-03-12T11:30:44+00:00,A12,5,70,1,300.0,LOW,2026-03-12,11.0
165,2026-03-12T11:30:45+00:00,A12,5,70,1,300.0,LOW,2026-03-12,11.0
166,2026-03-22T15:43:30+00:00,A12,82,19,1,12.95,HIGH,2026-03-22,15.0
167,2026-03-22T15:43:30+00:00,A12,82,19,1,12.95,HIGH,2026-03-22,15.0
168,2026-03-22T15:43:42+00:00,A12,59,33,1,95.18,MEDIUM,2026-03-22,15.0
169,2026-03-22T15:43:43+00:00,A12,59,33,1,95.18,MEDIUM,2026-03-22,15.0
170,2026-03-22T15:44:04+00:00,A12,5,70,1,300.0,LOW,2026-03-22,15.0
171,2026-03-22T15:44:05+00:00,A12,5,70,1,300.0,LOW,2026-03-22,15.0
172,2026-03-22T15:44:20+00:00,A12,10,66,1,278.0,LOW,2026-03-22,15.0
173,2026-03-22T15:44:21+00:00,A12,10,66,1,278.0,LOW,2026-03-22,15.0
174,2026-03-22T15:44:42+00:00,A12,41,45,1,164.92,LOW,2026-03-22,15.0
175,2026-03-22T15:44:43+00:00,A12,41,45,1,164.92,LOW,2026-03-22,15.0
176,2026-03-22T16:54:20+00:00,A12,41,45,1,164.92,LOW,2026-03-22,16.0
177,2026-03-22T16:54:21+00:00,A12,41,45,1,164.92,LOW,2026-03-22,16.0
178,2026-03-22T16:55:03+00:00,A12,5,70,1,300.0,LOW,2026-03-22,16.0
179,2026-03-22T16:55:04+00:00,A12,5,70,1,300.0,LOW,2026-03-22,16.0
180,2026-03-22T16:55:27+00:00,A12,37,48,1,178.99,LOW,2026-03-22,16.0
181,2026-03-22T16:55:28+00:00,A12,37,48,1,178.99,LOW,2026-03-22,16.0
182,2026-03-23T11:08:07+00:00,A12,37,48,1,178.94,LOW,2026-03-23,11.0
183,2026-03-23T11:08:09+00:00,A12,37,48,1,178.94,LOW,2026-03-23,11.0
184,2026-03-23T11:08:52+00:00,A12,81,20,1,16.0,HIGH,2026-03-23,11.0
185,2026-03-23T11:08:53+00:00,A12,81,20,1,16.0,HIGH,2026-03-23,11.0
186,2026-03-23T11:09:08+00:00,A12,66,29,1,71.93,HIGH,2026-03-23,11.0
187,2026-03-23T11:09:10+00:00,A12,66,29,1,71.93,HIGH,2026-03-23,11.0
188,2026-03-23T11:11:34+00:00,A12,66,29,1,71.93,HIGH,2026-03-23,11.0
189,2026-03-23T11:12:49+00:00,A12,66,29,1,71.93,HIGH,2026-03-23,11.0
190,2026-04-12T12:44:39+00:00,A12,69,26,1,59.0,HIGH,2026-04-12,12.0
191,2026-04-12T12:44:54+00:00,A12,8,67,1,288.0,LOW,2026-04-12,12.0
192,2026-04-12T12:45:07+00:00,A12,40,46,1,166.0,LOW,2026-04-12,12.0
193,2026-04-12T12:45:21+00:00,A12,21,59,1,240.0,LOW,2026-04-12,12.0
194,2026-04-12T12:45:35+00:00,A12,46,42,1,145.0,MEDIUM,2026-04-12,12.0
195,2026-04-12T12:45:48+00:00,A12,9,66,1,283.0,LOW,2026-04-12,12.0
196,2026-04-12T12:46:02+00:00,A12,58,34,1,100.0,MEDIUM,2026-04-12,12.0
197,2026-04-12T12:51:14+00:00,A12,77,21,1,29.0,HIGH,2026-04-12,12.0
198,2026-04-12T12:51:32+00:00,A12,22,58,1,234.0,LOW,2026-04-12,12.0
199,2026-04-12T12:52:27+00:00,A12,52,38,1,123.0,MEDIUM,2026-04-12,12.0
200,2026-04-12T12:52:41+00:00,A12,42,45,1,161.0,LOW,2026-04-12,12.0
